OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
3036,1,3036,2,3036,0,15,3036,4/4/2016 0:00,17:25,BROOKLYN,11204,40.6261939,-73.9865556,"(40.6261939, -73.9865556)",17 AVENUE,55 STREET, ,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction, , ,3416017,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE, , ,1,243,3036,36,47,47000,2,3.6047E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95059E-06,4894,15000US360470470002,177,-1,50,-1,4894,15000US360470470002,356,55,30,26,27,20,15,17,38,34,22,22,16,16,10,16,16,18,10,12,23,16,46,24,40,27,16,14,10,16,18,18,20,16,94.24777961,706.8583471
3037,1,3037,2,3037,0,15,3037,4/7/2014 0:00,1:30,BROOKLYN,11219,40.632927,-73.9871307,"(40.632927, -73.9871307)",48 STREET,15 AVENUE, ,Unspecified,Unspecified, , , ,316587,PASSENGER VEHICLE,BICYCLE, , , ,1,604,3037,36,47,23400,2,3.6047E+11,Block Group 2,G5030,S,56608,0,40.6338708,-73.98794,15000US360470234002,0.017060146,6.02576E-06,4272,15000US360470234002,149,-1,44,-1,4272,15000US360470234002,462,84,105,60,63,41,54,32,50,38,24,30,4,12,10,16,2,10,20,20,30,32,51,36,8,15,16,22,11,23,8,15,6,12,94.24777961,706.8583471
3038,0,3038,3,3038,0,15,3038,,,,,,,,,,,,,,,,,,,,,,,,3038,36,47,43000,3,3.6047E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.00679E-06,4815,15000US360470430003,92,-1,38,-1,4815,15000US360470430003,420,86,35,33,33,28,51,41,23,28,21,29,18,22,24,25,19,26,4,14,26,25,52,34,41,35,22,29,2,11,34,34,12,19,94.24777961,706.8583471
3039,0,3039,2,3039,0,15,3039,,,,,,,,,,,,,,,,,,,,,,,,3039,36,47,22600,2,3.6047E+11,Block Group 2,G5030,S,45657,0,40.6432954,-73.9885647,15000US360470226002,0.008071704,3.68736E-06,4245,15000US360470226002,108,-1,32,-1,4245,15000US360470226002,283,62,5,12,27,28,12,15,16,20,41,33,0,11,24,29,16,24,6,15,25,22,28,27,45,33,15,20,16,22,8,14,0,11,94.24777961,706.8583471
3040,1,3040,4,3040,0,15,3040,8/8/2013 0:00,21:30,BROOKLYN,11204,40.6231828,-73.9861023,"(40.6231828, -73.9861023)",18 AVENUE,58 STREET, ,Unspecified,Unspecified, , , ,133137,PASSENGER VEHICLE,BICYCLE, , , ,1,716,3040,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,184,-1,46,-1,4294,15000US360470244002,388,64,37,31,37,29,22,25,30,26,32,27,12,15,4,13,24,24,7,12,20,18,48,34,32,22,19,18,12,15,23,21,28,23,94.24777961,706.8583471
3041,0,3041,1,3041,0,15,3041,,,,,,,,,,,,,,,,,,,,,,,,3041,36,47,43000,3,3.6047E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.00679E-06,4815,15000US360470430003,77,-1,41,-1,4815,15000US360470430003,481,94,87,61,36,24,84,65,42,45,23,37,40,42,23,26,22,27,0,11,42,27,29,32,47,49,6,10,0,11,0,11,0,11,94.24777961,706.8583471
3042,1,3042,3,3042,0,15,3042,11/28/2013 0:00,9:30,BROOKLYN,11204,40.6299159,-73.9866737,"(40.6299159, -73.9866737)",16 AVENUE,51 STREET, ,Driver Inattention/Distraction,Driver Inattention/Distraction, , , ,134098,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,640,3042,36,47,47200,3,3.6047E+11,Block Group 3,G5030,S,77817,0,40.6280059,-73.9860369,15000US360470472003,0.015197691,8.28256E-06,4897,15000US360470472003,137,-1,39,-1,4897,15000US360470472003,300,62,13,16,11,19,38,28,24,22,13,19,14,16,8,16,9,14,8,14,40,32,29,27,21,24,12,15,17,19,15,14,27,17,94.24777961,706.8583471
3043,1,3043,4,3043,0,15,3043,12/23/2015 0:00,19:36,BROOKLYN,11204,40.6201306,-73.9856923,"(40.6201306, -73.9856923)",61 STREET,19 AVENUE, ,Traffic Control Disregarded,Traffic Control Disregarded, , , ,3359467,PASSENGER VEHICLE,BICYCLE, , , ,1,297,3043,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,139,-1,42,-1,4294,15000US360470244002,356,67,34,28,31,26,25,27,28,26,24,25,15,17,10,17,10,15,10,17,19,21,37,34,46,33,15,18,20,20,16,17,17,21,94.24777961,706.8583471
3044,1,3044,3,3044,0,15,3044,10/14/2016 0:00,16:10,BROOKLYN,11218,40.6395035,-73.9874573,"(40.6395035, -73.9874573)",13 AVENUE,41 STREET, ,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion, , , ,3540763,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,184,3044,36,47,23000,3,3.6047E+11,Block Group 3,G5030,S,56583,0,40.639937,-73.986409,15000US360470230003,0.013523005,6.02351E-06,4259,15000US360470230003,104,-1,24,-1,4259,15000US360470230003,299,77,8,18,45,40,34,36,34,32,9,14,39,35,13,18,6,13,10,17,16,25,22,26,17,19,20,26,9,21,8,14,9,16,94.24777961,706.8583471
3045,0,3045,1,3045,0,15,3045,,,,,,,,,,,,,,,,,,,,,,,,3045,36,47,47000,1,3.6047E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04003E-05,4893,15000US360470470001,185,-1,49,-1,4893,15000US360470470001,346,59,33,27,12,12,16,19,46,33,0,11,6,8,0,11,17,15,10,10,6,8,69,33,43,24,15,16,6,9,27,25,40,20,94.24777961,706.8583471
3046,0,3046,3,3046,0,15,3046,,,,,,,,,,,,,,,,,,,,,,,,3046,36,47,42800,2,3.6047E+11,Block Group 2,G5030,S,62810,0,40.6049012,-73.9837559,15000US360470428002,0.00465035,1.0401E-06,4807,15000US360470428002,99,-1,43,-1,4807,15000US360470428002,465,83,69,48,24,20,41,36,25,27,11,21,24,28,37,28,10,16,5,12,39,31,42,36,49,41,29,25,23,28,22,27,16,17,94.24777961,706.8583471
3047,0,3047,2,3047,0,15,3047,,,,,,,,,,,,,,,,,,,,,,,,3047,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3048,0,3048,3,3048,0,15,3048,,,,,,,,,,,,,,,,,,,,,,,,3048,36,47,23200,3,3.6047E+11,Block Group 3,G5030,S,37745,0,40.6371608,-73.9881037,15000US360470232003,0.008379482,4.01808E-06,4265,15000US360470232003,79,-1,23,-1,4265,15000US360470232003,262,80,46,35,20,27,10,13,33,37,8,14,13,17,14,24,18,18,14,26,7,14,5,11,39,42,28,33,5,12,0,11,0,11,94.24777961,706.8583471
3049,1,3049,1,3049,0,15,3049,6/9/2014 0:00,15:45,BROOKLYN,11204,40.6140288,-73.9848688,"(40.6140288, -73.9848688)",21 AVENUE,67 STREET, ,Physical Disability,Unspecified, , , ,349268,PASSENGER VEHICLE,BICYCLE, , , ,1,574,3049,36,47,25600,1,3.6047E+11,Block Group 1,G5030,S,95091,0,40.6140646,-73.9844557,15000US360470256001,0.015305932,1.01192E-05,4328,15000US360470256001,102,-1,35,-1,4328,15000US360470256001,408,79,9,14,23,39,30,28,39,28,15,17,0,11,18,25,12,17,0,11,64,54,8,13,84,57,19,24,28,24,34,31,25,22,94.24777961,706.8583471
3050,0,3050,1,3050,0,15,3050,,,,,,,,,,,,,,,,,,,,,,,,3050,36,47,25800,1,3.6047E+11,Block Group 1,G5030,S,57213,0,40.6119586,-73.9852083,15000US360470258001,0.010045675,6.08808E-06,4333,15000US360470258001,110,-1,39,-1,4333,15000US360470258001,391,75,17,27,39,28,44,33,8,13,28,33,9,14,26,26,13,16,12,19,18,21,17,20,48,30,34,37,7,11,51,49,20,29,94.24777961,706.8583471
3051,0,3051,2,3051,0,15,3051,,,,,,,,,,,,,,,,,,,,,,,,3051,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3052,3,3052,2,3052,0,15,3052,11/28/2015 0:00,19:45,BROOKLYN,11219,40.6334868,-73.9865469,"(40.6334868, -73.9865469)",47 STREET,15 AVENUE, ,Unspecified,Unspecified,Unspecified,Unspecified, ,3343447,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE, , ,3,308,3052,36,47,23400,2,3.6047E+11,Block Group 2,G5030,S,56608,0,40.6338708,-73.98794,15000US360470234002,0.017060146,6.02576E-06,4272,15000US360470234002,155,-1,41,-1,4272,15000US360470234002,485,88,78,53,52,40,60,36,42,30,30,29,12,16,18,20,12,22,24,28,26,28,40,36,36,33,13,26,11,23,27,34,4,12,94.24777961,706.8583471
3053,0,3053,1,3053,0,15,3053,,,,,,,,,,,,,,,,,,,,,,,,3053,36,47,47000,1,3.6047E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04003E-05,4893,15000US360470470001,185,-1,49,-1,4893,15000US360470470001,346,59,33,27,12,12,16,19,46,33,0,11,6,8,0,11,17,15,10,10,6,8,69,33,43,24,15,16,6,9,27,25,40,20,94.24777961,706.8583471
3054,0,3054,2,3054,1,15,3054,,,,,,,,,,,,,,,,,,,,,,,,3054,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3055,2,3055,2,3055,0,15,3055,3/16/2016 0:00,15:40,BROOKLYN,11218,40.6430745,-73.9873269,"(40.6430745, -73.9873269)",37 STREET,12 AVENUE, ,Driver Inattention/Distraction,Driver Inattention/Distraction, , , ,3415827,PASSENGER VEHICLE,BICYCLE, , , ,2,257,3055,36,47,22600,2,3.6047E+11,Block Group 2,G5030,S,45657,0,40.6432954,-73.9885647,15000US360470226002,0.008071704,3.68736E-06,4245,15000US360470226002,108,-1,32,-1,4245,15000US360470226002,283,62,5,12,27,28,12,15,16,20,41,33,0,11,24,29,16,24,6,15,25,22,28,27,45,33,15,20,16,22,8,14,0,11,94.24777961,706.8583471
3056,1,3056,2,3056,0,15,3056,9/10/2012 0:00,14:36,BROOKLYN,11204,40.6110067,-73.9843833,"(40.6110067, -73.9843833)",BAY PARKWAY,70 STREET, ,Unspecified,Unspecified, , , ,121897,PASSENGER VEHICLE,BICYCLE, , , ,1,899,3056,36,47,43000,3,3.6047E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.00679E-06,4815,15000US360470430003,94,-1,40,-1,4815,15000US360470430003,436,84,52,44,38,26,64,49,25,29,26,35,24,28,24,26,18,22,6,15,30,24,23,26,48,40,20,24,4,11,26,30,10,20,94.24777961,706.8583471
3057,0,3057,1,3057,0,15,3057,,,,,,,,,,,,,,,,,,,,,,,,3057,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,147,-1,38,-1,4294,15000US360470244002,353,77,57,36,54,38,19,30,25,27,15,24,33,36,0,11,0,11,5,8,7,13,27,26,13,10,13,14,19,22,31,27,35,37,94.24777961,706.8583471
3058,2,3058,2,3058,0,15,3058,1/19/2016 0:00,14:10,BROOKLYN,11204,40.6237592,-73.9855294,"(40.6237592, -73.9855294)",18 AVENUE,57 STREET, ,Unspecified,Unspecified, , , ,3373374,UNKNOWN,BICYCLE, , , ,2,281,3058,36,47,47000,1,3.6047E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04003E-05,4893,15000US360470470001,228,-1,53,-1,4893,15000US360470470001,436,52,42,36,36,26,26,27,39,32,42,27,5,8,9,16,24,26,5,10,6,8,64,40,50,32,29,26,8,11,24,22,28,18,94.24777961,706.8583471
3059,0,3059,2,3059,1,15,3059,,,,,,,,,,,,,,,,,,,,,,,,3059,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3060,4,3060,2,3060,0,15,3060,3/21/2017 0:00,0:30,BROOKLYN,11204,40.630478,-73.9861,"(40.630478, -73.9861)",50 STREET,16 AVENUE, ,Unspecified, , , , ,3636987,BICYCLE, , , , ,4,126,3060,36,47,47400,2,3.6047E+11,Block Group 2,G5030,S,78941,0,40.6297662,-73.9842923,15000US360470474002,0.012089617,8.40261E-06,4899,15000US360470474002,152,-1,40,-1,4899,15000US360470474002,322,68,16,19,16,22,54,37,20,18,11,18,22,18,12,19,6,10,12,16,34,30,33,32,23,24,12,17,16,19,6,10,30,20,94.24777961,706.8583471
3061,0,3061,2,3061,0,15,3061,,,,,,,,,,,,,,,,,,,,,,,,3061,36,47,23000,3,3.6047E+11,Block Group 3,G5030,S,56583,0,40.639937,-73.986409,15000US360470230003,0.013523005,6.02351E-06,4259,15000US360470230003,108,-1,26,-1,4259,15000US360470230003,296,70,12,22,26,26,32,34,46,40,10,15,14,20,10,17,6,14,6,16,24,32,20,21,26,23,30,34,13,26,8,14,13,18,94.24777961,706.8583471
3062,0,3062,2,3062,0,15,3062,,,,,,,,,,,,,,,,,,,,,,,,3062,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3063,2,3063,2,3063,0,15,3063,6/9/2017 0:00,7:03,BROOKLYN,11204,40.620712,-73.98509,"(40.620712, -73.98509)",19 AVENUE,60 STREET, ,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified, , , ,3688095,BICYCLE,BICYCLE, , , ,2,85,3063,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,120,-1,35,-1,4294,15000US360470244002,324,72,44,34,33,29,22,29,28,24,14,22,22,24,0,11,3,10,2,10,24,23,39,38,36,28,6,12,10,16,22,21,18,24,94.24777961,706.8583471
3064,1,3064,3,3064,0,15,3064,6/20/2017 0:00,18:30,BROOKLYN,11204,40.611217,-73.98417,"(40.611217, -73.98417)",BAY PARKWAY,WEST 10 STREET, ,Driver Inattention/Distraction,Unspecified, , , ,3695053,BICYCLE,PASSENGER VEHICLE, , , ,1,70,3064,36,47,43000,3,3.6047E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.00679E-06,4815,15000US360470430003,93,-1,37,-1,4815,15000US360470430003,411,86,47,42,39,34,52,40,25,32,19,27,24,31,28,32,16,20,4,14,30,27,34,35,45,40,17,21,5,11,20,24,7,17,94.24777961,706.8583471
3065,0,3065,2,3065,0,15,3065,,,,,,,,,,,,,,,,,,,,,,,,3065,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3066,0,3066,3,3066,0,15,3066,,,,,,,,,,,,,,,,,,,,,,,,3066,36,47,23200,3,3.6047E+11,Block Group 3,G5030,S,37745,0,40.6371608,-73.9881037,15000US360470232003,0.008379482,4.01808E-06,4265,15000US360470232003,77,-1,21,-1,4265,15000US360470232003,246,80,24,25,43,43,22,25,18,25,7,13,29,29,12,17,14,14,11,17,4,13,14,20,27,30,14,23,4,13,3,12,0,11,94.24777961,706.8583471
3067,0,3067,2,3067,0,15,3067,,,,,,,,,,,,,,,,,,,,,,,,3067,36,47,43000,3,3.6047E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.00679E-06,4815,15000US360470430003,84,-1,36,-1,4815,15000US360470430003,422,92,62,49,40,36,56,44,33,42,14,24,32,40,30,34,18,22,0,11,36,30,42,42,44,45,8,13,4,12,4,12,0,11,94.24777961,706.8583471
3068,0,3068,2,3068,0,15,3068,,,,,,,,,,,,,,,,,,,,,,,,3068,36,47,25600,1,3.6047E+11,Block Group 1,G5030,S,95091,0,40.6140646,-73.9844557,15000US360470256001,0.015305932,1.01192E-05,4328,15000US360470256001,118,-1,42,-1,4328,15000US360470256001,498,84,30,27,28,37,29,26,68,46,24,24,16,24,30,33,13,19,4,12,40,36,70,46,68,49,14,19,14,18,21,22,28,28,94.24777961,706.8583471
3069,0,3069,1,3069,0,15,3069,,,,,,,,,,,,,,,,,,,,,,,,3069,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,147,-1,38,-1,4294,15000US360470244002,353,77,57,36,54,38,19,30,25,27,15,24,33,36,0,11,0,11,5,8,7,13,27,26,13,10,13,14,19,22,31,27,35,37,94.24777961,706.8583471
3070,1,3070,2,3070,0,15,3070,3/31/2014 0:00,22:45,BROOKLYN,11204,40.6273137,-73.9853846,"(40.6273137, -73.9853846)",17 AVENUE,53 STREET, ,Unspecified,Unspecified, , , ,313612,PASSENGER VEHICLE,BICYCLE, , , ,1,608,3070,36,47,47200,3,3.6047E+11,Block Group 3,G5030,S,77817,0,40.6280059,-73.9860369,15000US360470472003,0.015197691,8.28256E-06,4897,15000US360470472003,149,-1,40,-1,4897,15000US360470472003,261,52,15,18,4,10,10,14,26,28,17,18,6,10,8,12,12,16,3,10,57,36,20,20,20,20,11,10,23,21,16,16,14,11,94.24777961,706.8583471
3071,4,3071,3,3071,0,15,3071,1/10/2017 0:00,17:15,BROOKLYN,11219,40.6340494,-73.9859668,"(40.6340494, -73.9859668)",46 STREET,15 AVENUE, ,Unspecified, , , , ,3596953,BICYCLE, , , , ,4,152,3071,36,47,23200,1,3.6047E+11,Block Group 1,G5030,S,56510,0,40.6342211,-73.9839896,15000US360470232001,0.009990864,6.01527E-06,4263,15000US360470232001,126,-1,30,-1,4263,15000US360470232001,364,87,46,41,25,26,15,15,39,39,22,22,23,22,18,25,19,23,19,30,16,22,23,25,42,45,31,34,4,9,20,27,3,12,94.24777961,706.8583471
3072,0,3072,4,3072,0,15,3072,,,,,,,,,,,,,,,,,,,,,,,,3072,36,47,42800,1,3.6047E+11,Block Group 1,G5030,S,40905,0,40.6054124,-73.9825778,15000US360470428001,0.002697003,3.17573E-07,4806,15000US360470428001,102,-1,42,-1,4806,15000US360470428001,462,85,72,47,36,32,41,36,23,29,10,18,27,35,27,30,21,23,9,17,29,27,52,44,45,38,26,24,19,22,17,21,10,15,94.24777961,706.8583471
3073,0,3073,2,3073,0,15,3073,,,,,,,,,,,,,,,,,,,,,,,,3073,36,47,25800,1,3.6047E+11,Block Group 1,G5030,S,57213,0,40.6119586,-73.9852083,15000US360470258001,0.010045675,6.08808E-06,4333,15000US360470258001,101,-1,36,-1,4333,15000US360470258001,376,82,26,32,41,38,36,28,16,26,17,22,16,26,31,34,14,16,6,15,24,26,36,36,44,36,22,26,8,12,30,31,10,20,94.24777961,706.8583471
3074,0,3074,2,3074,0,15,3074,,,,,,,,,,,,,,,,,,,,,,,,3074,36,47,47000,1,3.6047E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04003E-05,4893,15000US360470470001,228,-1,53,-1,4893,15000US360470470001,436,52,42,36,36,26,26,27,39,32,42,27,5,8,9,16,24,26,5,10,6,8,64,40,50,32,29,26,8,11,24,22,28,18,94.24777961,706.8583471
3075,0,3075,2,3075,0,15,3075,,,,,,,,,,,,,,,,,,,,,,,,3075,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,210,-1,48,-1,4294,15000US360470244002,439,62,54,40,57,39,27,32,28,29,49,34,18,22,9,16,15,24,2,10,6,10,44,37,35,24,28,25,15,18,26,23,26,27,94.24777961,706.8583471
3076,0,3076,3,3076,0,15,3076,,,,,,,,,,,,,,,,,,,,,,,,3076,36,47,47400,2,3.6047E+11,Block Group 2,G5030,S,78941,0,40.6297662,-73.9842923,15000US360470474002,0.012089617,8.40261E-06,4899,15000US360470474002,147,-1,40,-1,4899,15000US360470474002,353,71,41,29,34,29,43,30,30,27,18,24,14,16,8,16,6,10,13,16,28,26,40,33,15,20,19,23,10,16,10,13,24,18,94.24777961,706.8583471
3077,0,3077,2,3077,0,15,3077,,,,,,,,,,,,,,,,,,,,,,,,3077,36,47,47000,1,3.6047E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04003E-05,4893,15000US360470470001,146,-1,44,-1,4893,15000US360470470001,300,54,20,18,6,12,12,14,39,32,9,16,3,10,0,11,16,18,5,10,28,22,45,24,30,24,14,14,13,14,30,24,30,16,94.24777961,706.8583471
3078,2,3078,2,3078,0,15,3078,3/13/2017 0:00,18:00,BROOKLYN,11218,40.640625,-73.9863,"(40.640625, -73.9863)",13 AVENUE,39 STREET, ,Failure to Yield Right-of-Way,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion, , , ,3632434,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,129,3078,36,47,23000,3,3.6047E+11,Block Group 3,G5030,S,56583,0,40.639937,-73.986409,15000US360470230003,0.013523005,6.02351E-06,4259,15000US360470230003,120,-1,30,-1,4259,15000US360470230003,326,75,12,22,48,44,21,24,49,44,26,27,14,20,14,20,14,20,0,11,49,44,22,22,38,27,9,18,6,14,0,11,6,12,94.24777961,706.8583471
3079,0,3079,3,3079,0,15,3079,,,,,,,,,,,,,,,,,,,,,,,,3079,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,171,-1,42,-1,4294,15000US360470244002,391,64,46,37,42,33,26,31,29,27,37,29,16,18,6,14,12,19,2,10,17,18,46,42,43,31,19,20,10,15,22,20,17,22,94.24777961,706.8583471
3080,0,3080,1,3080,0,15,3080,,,,,,,,,,,,,,,,,,,,,,,,3080,36,47,47000,1,3.6047E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04003E-05,4893,15000US360470470001,185,-1,49,-1,4893,15000US360470470001,346,59,33,27,12,12,16,19,46,33,0,11,6,8,0,11,17,15,10,10,6,8,69,33,43,24,15,16,6,9,27,25,40,20,94.24777961,706.8583471
3081,0,3081,2,3081,0,15,3081,,,,,,,,,,,,,,,,,,,,,,,,3081,36,47,24400,2,3.6047E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11467E-06,4294,15000US360470244002,210,-1,48,-1,4294,15000US360470244002,439,62,54,40,57,39,27,32,28,29,49,34,18,22,9,16,15,24,2,10,6,10,44,37,35,24,28,25,15,18,26,23,26,27,94.24777961,706.8583471
3082,1,3082,3,3082,0,15,3082,7/18/2016 0:00,11:00,BROOKLYN,11204,40.6181541,-73.9841475,"(40.6181541, -73.9841475)", , ,6201 20 AVENUE,Unspecified,Unspecified, , , ,3483794,PASSENGER VEHICLE,BICYCLE, , , ,1,203,3082,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,117,-1,38,-1,4324,15000US360470254002,396,69,10,18,19,20,40,35,30,30,25,21,14,15,29,32,30,31,20,29,23,24,23,25,58,43,23,24,20,21,21,30,11,16,94.24777961,706.8583471
3083,0,3083,3,3083,0,15,3083,,,,,,,,,,,,,,,,,,,,,,,,3083,36,47,23000,2,3.6047E+11,Block Group 2,G5030,S,37731,0,40.6375103,-73.9841515,15000US360470230002,0.00838196,4.01644E-06,4258,15000US360470230002,96,-1,22,-1,4258,15000US360470230002,233,74,3,12,39,36,23,26,12,14,14,17,34,31,19,25,15,14,14,18,0,11,22,28,11,16,14,23,4,13,3,12,8,20,94.24777961,706.8583471
3084,0,3084,1,3084,0,15,3084,,,,,,,,,,,,,,,,,,,,,,,,3084,36,47,25400,2,3.6047E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18312E-06,4324,15000US360470254002,92,-1,32,-1,4324,15000US360470254002,359,63,0,11,13,15,54,42,8,12,6,9,4,7,25,31,52,45,0,11,52,42,22,29,26,23,35,35,21,25,34,52,7,10,94.24777961,706.8583471
3085,3,3085,4,3085,0,15,3085,9/14/2017 0:00,19:15,BROOKLYN,11204,40.615185,-73.98367,"(40.615185, -73.98367)",21 AVENUE,65 STREET, ,Failure to Yield Right-of-Way,Unspecified, , , ,3750431,BICYCLE, , , , ,3,7,3085,36,47,25400,1,3.6047E+11,Block Group 1,G5030,S,59457,0,40.6153671,-73.9816598,15000US360470254001,0.010200898,6.32725E-06,4323,15000US360470254001,110,-1,38,-1,4323,15000US360470254001,430,75,22,22,26,31,28,26,43,34,17,19,14,21,29,33,20,24,2,12,42,36,50,37,48,38,23,24,20,23,30,37,16,20,94.24777961,706.8583471
